win,hero1,kda1,money1,output1,intake1,hero2,kda2,money2,output2,intake2,hero3,kda3,money3,output3,intake3,hero4,kda4,money4,output4,intake4,hero5,kda5,money5,output5,intake5,all_money_a,all_kill_a,all_tower_a
0,Xiahou Dun,0/4/0,4744,18211,58892,Naklulu,0/4/0,5800,11782,34274,Dian Wei,0/4/0,5083,21438,41740,Xiaoqiao,0/2/0,5377,21694,19237,Zhuang Zhou,0/3/0,3905,10536,46856,24909,0,0
1,Su Lie,1/2/8,7875,40074,85373,Naklulu,8/2/3,12986,63191,50658,Ganjiang Moye,0/0/10,10219,97153,8742,Hua Mulan,3/2/5,11171,34898,39763,Guiguzi,0/4/9,5964,29533,59673,48215,12,7
0,Bai Qi,2/2/1,7981,33161,87141,Pei Qinhu,2/3/4,10174,33554,54797,Laofuzi,2/2/4,9687,42787,51042,Diao Chan,3/2/5,10608,77825,49984,Taiyi Zhenren,1/3/3,6239,10634,78100,44689,10,2
1,Lian Po,2/1/4,7064,38187,90168,Guiguzi,1/1/7,5991,18583,52970,Dian Wei,3/1/4,9789,34136,40946,Yu Ji,3/2/3,10124,59253,39021,Yang Yuhuan,1/0/7,9727,43911,36220,42695,10,8
0,Su Lie,1/2/4,7027,32899,86968,Gongsun Li,1/2/2,8022,41966,40484,Yuan Ge,1/1/4,7185,50726,23329,Hua Mulan,1/3/0,6528,18277,40161,Jiang Ziya,1/2/2,4901,41043,26531,33663,5,0
1,Su Lie,1/1/9,7471,25082,66186,Guiguzi,0/2/8,5307,18778,46668,Dian Wei,1/2/7,9022,36816,47481,Marco Polo,5/1/6,8820,49315,36450,Yang Yuhuan,7/1/5,9473,55841,31045,40093,14,9
0,Xiang Yu,0/2/3,5543,20765,56469,Naklulu,5/4/0,8799,41282,49799,Xiaoqiao,1/3/4,6786,58397,27359,Hua Mulan,1/3/1,7183,23150,33780,Zhuang Zhou,0/2/3,4486,23080,50369,32797,7,0
0,Da Mo,1/2/0,5868,11619,32746,Bull Demon,1/4/1,3698,9469,51300,Dun Shan,0/3/1,4684,11795,41687,Gongsun Li,0/1/2,6514,27493,21428,Yang Yuhuan,1/2/2,5656,32870,30906,26420,3,0
1,Su Lie,0/2/7,6182,17001,53911,Naklulu,2/0/4,7635,24970,24226,Yuan Ge,3/1/5,7598,41227,16639,Sun Ce,6/0/4,7750,33632,33785,Sun Bin,1/0/7,4697,15333,17778,33862,12,5
0,Lv Bu,1/3/1,11321,37141,80458,Sun Bin,0/1/4,6710,33104,44400,Xiahou Dun,1/1/0,8308,39545,99848,Marco Polo,0/2/2,10639,53102,46310,Ganjiang Moye,2/2/2,10214,95092,28851,47192,4,2
1,Su Lie,0/1/8,10926,19645,92383,Gongsun Li,2/1/3,13172,63864,55418,Yang Yuhuan,5/0/3,13350,101117,49505,Hua Mulan,2/2/1,11914,20506,46259,Zhuang Zhou,0/0/4,8086,34905,85196,57448,9,9
1,Su Lie,1/1/8,9784,28060,75048,Gongsun Li,3/0/5,11617,43179,44650,Yuan Ge,4/1/3,10243,99403,30983,Sun Ce,2/1/6,10760,37530,43447,Zhuang Zhou,0/1/6,6348,28727,64921,48752,10,8
0,Xiang Yu,2/1/1,7947,37891,70492,Laofuzi,2/2/2,8294,25344,63826,Marco Polo,0/2/3,7556,54376,49067,Yang Yuhuan,0/4/3,7351,35409,50102,Sun Bin,0/1/4,5470,33557,44251,36618,4,2
1,Su Lie,1/1/7,7257,34049,71642,Marco Polo,3/1/4,9960,31893,30531,Yuan Ge,2/1/6,8346,78350,24488,Lv Bu,6/2/3,7528,41226,52069,Guiguzi,1/3/9,5419,25715,46781,38510,13,6
0,Dun Shan,0/6/2,5502,18456,58133,Hua Mulan,4/3/1,8369,36182,32410,Gongsun Li,2/1/3,8020,53515,43710,Yang Yuhuan,2/1/3,7613,55804,35813,Zhang Fei,0/2/3,4832,17322,89138,34336,8,2
0,Dian Wei,4/6/4,20648,176854,153323,Xiahou Dun,3/2/8,14801,96660,272174,Naklulu,2/3/10,21632,150782,105258,Jiang Ziya,6/2/5,17856,299254,46690,Guiguzi,0/3/15,12023,65515,115945,86960,15,7
1,Su Lie,1/2/9,14884,75832,332113,Gongsun Li,8/2/6,23237,158669,122127,Yang Yuhuan,5/1/8,19451,175138,111301,Da Mo,2/8/7,16957,80650,131848,Zhuang Zhou,0/2/12,14826,77212,227801,89355,16,9
1,Lv Bu,1/1/7,9227,37834,60595,Zhuang Zhou,4/2/7,8608,55313,68368,Marco Polo,1/2/7,8932,40986,42572,Yuan Ge,8/1/4,11775,108206,27927,Guiguzi,1/1/13,6276,27006,33318,44818,15,8
0,Xiang Yu,1/1/2,6809,28343,73161,Gongsun Li,1/3/3,8937,24722,50569,Yang Yuhuan,4/4/2,8736,47209,52658,Xiahou Dun,0/5/0,6951,25588,84162,Sun Bin,1/2/4,5441,24441,48097,36874,7,2
1,Pei Qinhu,3/1/8,11660,53884,74302,Xishi,0/2/14,6785,60813,32138,Sun Shangxiang,10/0/3,12141,108441,61714,Liu Bang,1/2/4,7447,23121,60266,Zhang Fei,1/2/12,5614,24795,96649,43647,15,7
0,Marco Polo,1/4/1,7867,59925,49113,Bai Qi,0/4/4,6433,29975,85538,Jing,3/2/2,8911,41116,57625,Ganjiang Moye,2/1/4,8381,107386,15822,Su Lie,1/4/3,4949,30346,101503,36541,7,2
1,Zhu Bajie,2/3/9,8812,52494,132027,Naklulu,5/4/7,13037,66552,69825,Jiang Ziya,4/1/5,8819,77509,21286,Sun Shangxiang,6/1/5,13882,88001,53108,Taiyi Zhenren,0/0/8,7501,15580,62986,52051,17,7
0,Zhao Yun,0/4/4,8576,37800,80343,Kuangtie,2/2/4,10066,56435,93885,Gongsun Li,3/3/2,9985,73017,51979,Shangguan Wan'er,4/4/3,9252,91008,43018,Master Luban,0/4/3,5549,14747,75824,43428,9,3
1,Ma Chao,5/4/1,12586,76617,72728,Pei Qinhu,6/0/7,14244,92605,73584,Angela,2/2/8,10120,53978,38454,Galo,1/3/7,11404,51001,50267,Zhuang Zhou,0/1/13,7494,25806,60227,55848,14,9
0,Yang Jian,3/5/1,9100,48729,78482,Bai Qi,1/3/3,8897,24427,111010,Yu Ji,4/1/4,11085,67853,46334,Diao Chan,2/4/2,9415,40722,46774,Sun Bin,0/1/9,6589,42976,62502,45086,10,2
1,Guan Yu,5/4/5,16272,76612,115440,Yang Jian,2/4/8,16760,122739,148047,Daqiao,3/3/12,13007,158049,81248,Gongsun Li,5/4/8,18124,179295,100834,Lian Po,1/3/8,12583,70364,185498,76746,16,9
0,Zhu Bajie,0/2/9,13903,63685,232443,Tachibana Ukyo,6/4/3,17738,93930,109014,Marco Polo,8/3/8,17562,174024,86258,Zhang Liang,4/4/7,12505,136572,67951,Su Lie,0/3/11,10421,39246,215650,72129,18,8
0,Bai Qi,3/5/5,10818,54411,119915,Tachibana Ukyo,3/4/7,14200,64494,86195,Jiang Ziya,1/3/6,10506,78269,46634,Genghis Khan,6/5/4,15680,72851,60028,Taiyi Zhenren,0/4/8,8117,15676,87468,59321,13,5
1,Guan Yu,4/5/8,11698,60809,74006,Lv Bu,2/3/10,11618,63552,86604,Pei Qinhu,12/2/6,15771,107898,75251,Xishi,3/1/13,11378,83209,35405,Lian Po,0/2/17,7996,37334,86266,58461,21,7
0,Kuangtie,1/5/4,16786,88493,214806,Lanlingwang,5/3/4,17070,63383,83250,Yingzheng,3/3/7,17548,274162,80805,Meng Ya,4/3/3,20016,143334,86171,Dun Shan,0/5/3,10944,15776,107791,82364,13,8
1,Bai Qi,2/2/13,14494,53072,212008,Tachibana Ukyo,6/3/7,20880,72861,88293,Yu Ji,3/2/9,17350,149571,103420,Yixing,8/3/7,15210,139961,71582,Zhang Fei,0/3/13,11432,32088,207688,79366,19,5
0,Zhu Bajie,1/4/1,5104,21036,76486,Naklulu,0/4/2,7202,14484,47606,Wang Zhaojun,1/1/2,5477,31066,32077,Gongsun Li,1/1/1,6570,20722,27922,Su Lie,0/1/3,3693,14591,50500,28046,3,0
1,Ma Chao,4/0/3,8660,43082,34642,Miyamoto Musashi,1/1/6,6528,23645,42066,Marco Polo,5/0/3,8293,72328,21664,Jiang Ziya,0/1/5,5781,58470,11973,Liu Bang,1/1/7,4684,16970,36751,33946,11,4
1,Su Lie,1/2/6,9547,32665,106031,Ake,4/1/4,13167,50949,62758,Yang Yuhuan,4/1/6,11935,119616,58023,Dian Wei,1/1/2,12836,27004,47716,Guiguzi,0/2/5,6617,24112,58594,54102,10,7
0,Lv Bu,2/2/4,10041,47787,84303,Luna,0/3/1,11183,46199,74453,Hua Mulan,3/1/3,12367,72874,45321,Zhuang Zhou,1/4/5,8378,56268,110302,Daqiao,1/0/5,7424,33447,11682,49393,7,2
0,Laofuzi,0/2/4,9680,32484,75000,Naklulu,0/2/2,10806,30501,58486,Yang Yuhuan,1/3/1,9175,61715,56630,Sun Ce,1/2/2,9946,40437,65405,Sun Bin,2/2/2,6565,40329,55962,46172,4,2
1,Bai Qi,2/1/5,9888,36495,77145,Guan Yu,2/0/3,12078,36464,41147,Gongsun Li,4/0/4,12432,60859,43918,Ganjiang Moye,2/2/5,11370,102192,32135,Zhang Fei,1/1/7,7977,19311,98851,53745,11,9
1,Laofuzi,1/1/9,5590,17955,34695,Gongsun Li,7/0/6,7298,34277,24856,Yang Yuhuan,3/0/7,5814,33655,20222,Dian Wei,3/1/7,6770,39369,21954,Sun Bin,0/0/11,3864,19109,13760,29336,14,5
0,Su Lie,0/2/2,4765,15179,43006,Cheng Yaojin,0/3/2,5382,11332,44070,Baili Xuance,2/2/0,5052,15552,26251,Sima Yi,0/4/2,4990,24316,36066,Taiyi Zhenren,0/3/2,3944,11926,27921,24133,2,2
0,Naklulu,3/6/3,15698,91407,103131,Luna,2/4/0,17424,110141,162912,Su Lie,2/2/2,12670,39934,169765,Baili Shouyue,0/3/3,14933,135261,62845,Zhang Fei,0/7/2,10686,35099,242383,71411,7,6
1,Hua Mulan,3/2/9,16082,88509,87277,Zhuang Zhou,3/1/13,14914,100804,136319,Marco Polo,10/0/7,17716,203660,73110,Ganjiang Moye,5/3/8,17459,194447,88144,Guiguzi,1/1/14,10876,53926,121723,77047,22,8
0,Su Lie,0/0/2,5617,31226,57728,Dian Wei,0/2/2,6207,41050,34093,Baili Xuance,1/3/1,5961,11244,36893,Xiaoqiao,1/3/1,6283,47632,25445,Taiyi Zhenren,0/5/1,3607,14994,47488,27675,2,0
1,Cheng Yaojin,2/0/6,8048,22004,81995,Zhuang Zhou,1/1/10,5706,46773,40612,Marco Polo,3/1/8,6640,38118,30693,Yang Yuhuan,6/0/7,8314,55111,32679,Bull Demon,1/0/6,4754,17329,47414,33462,13,7
1,Su Lie,1/0/5,6965,26898,57836,Cai Wenji,0/0/5,4713,11236,23831,Dian Wei,1/1/1,7131,20876,36473,Naklulu,3/0/3,9245,44215,40000,Yuan Ge,3/1/3,7421,45578,25323,35475,8,7
0,Xiahou Dun,2/1/0,4441,21106,52870,Laofuzi,0/1/1,6010,24608,35733,Marco Polo,0/2/0,6185,15456,28671,Xiaoqiao,0/3/1,6012,38119,26119,Sun Bin,0/1/1,4394,16118,30501,27042,2,0
1,Su Lie,1/2/3,18769,80507,253146,Lian Po,0/4/5,19107,52464,236287,Guan Yu,1/3/7,26118,81658,197049,Baili Shouyue,1/1/6,26293,237042,68723,Yuan Ge,9/2/3,23723,328654,89998,114010,12,9
0,Xiahou Dun,1/2/5,20488,113854,381367,Dian Wei,7/4/3,29395,125646,195726,Gongsun Li,1/4/4,26334,107821,138152,Diao Chan,2/2/7,23856,171542,160706,Sun Bin,1/0/10,20339,96225,113851,120412,12,5
1,Xiang Yu,1/1/6,10791,45153,101925,Hua Mulan,1/2/7,12765,59639,74161,Gongsun Li,3/2/6,12129,79415,71790,Yang Yuhuan,4/2/5,13350,85970,69262,Taiyi Zhenren,3/3/6,9764,20192,95771,58799,12,5
0,Bai Qi,0/3/8,10443,32729,119544,Guan Yu,3/3/5,14217,69625,80698,Marco Polo,3/3/5,13174,114864,66237,Wu Zetian,2/1/6,11623,111863,22438,Su Lie,2/2/5,8191,24513,101431,57648,10,7
0,Liu Bang,3/2/10,10549,40970,80830,Sun Shangxiang,4/3/8,14283,139264,69630,Pangu,2/4/3,9659,47802,86614,Yingzheng,6/2/8,13140,144394,52844,Dun Shan,1/6/5,7208,10385,80249,54839,16,4
1,Lv Bu,1/5/11,9810,39612,118450,Houyi,10/3/3,17726,115006,84044,Zhang Liang,3/2/11,10927,68236,58273,Zhao Yun,3/2/7,14916,66359,59851,Taiyi Zhenren,0/4/13,8250,22369,111665,61629,17,7
0,Luna,3/3/4,15270,93112,146141,Gongsun Li,7/2/2,15478,159961,122256,Zhu Bajie,0/3/4,10294,41708,181427,Baili Shouyue,1/2/8,11831,94458,64313,Daqiao,1/3/8,8781,45904,88776,61654,12,5
1,Lanlingwang,2/4/6,12040,34287,78199,Yu Ji,6/1/2,16288,190741,75310,Shen Mengxi,0/2/10,12656,161349,76546,Guan Yu,5/3/6,13031,89194,100762,Zhang Fei,0/2/7,8092,19076,150036,62107,13,6
0,Guan Yu,3/3/3,14394,69138,91926,Tachibana Ukyo,4/3/5,15426,83323,96742,Bai Qi,0/5/8,12004,75356,199415,Diao Chan,4/3/4,15632,115695,88150,Sun Bin,1/2/8,9744,67453,45481,67200,12,4
1,Daqiao,0/0/15,11018,54227,73397,Zhu Bajie,1/3/11,11235,56578,166383,Laofuzi,2/1/11,14397,108024,119020,Angela,5/4/5,12829,101129,57526,Pei Qinhu,8/4/6,17487,107068,126510,66966,16,8
0,Kai,1/2/1,8008,30420,47110,Sun Shangxiang,1/2/3,9092,43553,39176,Lanlingwang,1/3/2,5910,23058,37607,Xishi,2/3/3,6136,53505,27686,Zhang Fei,1/3/3,4598,19226,68523,33744,6,2
1,Taiyi Zhenren,0/1/4,5593,9673,54355,Liu Bang,1/0/10,7288,31485,57969,Jing,10/1/2,11439,44937,46971,Wang Zhaojun,0/2/7,7064,31033,26159,Marco Polo,2/2/5,9218,62357,29571,40602,13,5
0,Ma Chao,3/0/2,11344,56657,61951,Tachibana Ukyo,4/3/3,10829,63195,82511,Bai Qi,0/3/3,7634,28921,140651,Yang Yuhuan,1/2/7,10147,60914,90570,Sun Bin,1/2/6,6230,45274,61544,46184,9,3
1,Shangguan Wan'er,4/3/4,9827,97274,48586,Kuangtie,2/3/2,10184,47487,103770,Yang Jian,1/2/7,9207,81456,94865,Gongsun Li,2/0/3,11796,97719,45704,Daqiao,1/1/9,8421,53557,38381,49435,10,8
1,Kai,4/1/1,10558,30739,39834,Sun Shangxiang,1/0/5,10939,70271,33332,Lanlingwang,0/1/4,9504,29607,40244,Xishi,2/1/5,8513,44472,28525,Zhang Fei,0/0/6,5925,13364,60418,45439,7,8
0,Mai Shiranui,0/1/1,7627,44637,32275,Guan Yu,0/1/0,8150,17093,26640,Zhao Yun,0/2/1,7665,10085,50547,Marco Polo,3/1/0,9856,50690,35985,Su Lie,0/2/2,4963,8393,76172,38261,3,1
0,Guan Yu,3/5/3,9367,35754,59867,Marco Polo,1/2/2,10886,78306,51258,Lanlingwang,3/4/3,8156,31214,54684,Jiang Ziya,3/3/3,7491,68623,47437,Su Lie,1/4/6,5702,23055,96134,41602,11,3
1,Kai,6/2/9,11581,67619,55341,Zhang Fei,0/2/8,6678,22273,108154,Tachibana Ukyo,6/2/4,10532,55753,66041,Shen Mengxi,4/3/7,8661,92038,34147,Li Yuanfang,2/2/7,10685,40728,39039,48137,18,7
0,Ma Chao,1/5/2,8337,37304,71200,Sun Shangxiang,4/2/1,11263,74143,45599,Zhao Yun,0/3/3,7915,29978,62667,Zhang Liang,1/3/3,6709,42105,33617,Zhang Fei,0/3/5,5614,14828,86218,39838,6,2
1,Guan Yu,1/2/5,9905,42177,64136,Su Lie,1/2/9,6041,18769,78713,Pei Qinhu,9/0/5,10682,66928,70306,Zhou Yu,2/0/10,10798,75039,22687,Marco Polo,3/2/3,10383,59853,39826,47809,16,7
0,Cao Cao,0/4/0,9155,28594,79599,Gongsun Li,1/4/0,10236,46408,56968,Zhu Bajie,0/2/2,7566,17710,101813,Yingzheng,1/1/1,10893,144170,57000,Daqiao,0/3/2,5911,29453,45205,43761,2,5
1,Yào,2/0/2,11567,59309,67363,Taiyi Zhenren,1/0/7,7378,13276,78208,Zhao Yun,4/1/3,11314,39031,67439,Zhang Liang,1/1/5,7996,62527,46136,Sun Shangxiang,6/0/6,12977,96892,66804,51232,14,7
1,Kai,2/2/5,14938,72435,81314,Houyi,6/0/8,15891,92598,54865,Pangu,2/1/9,13938,41166,101557,Zhang Liang,2/2/9,9512,54588,67101,Bull Demon,2/3/11,8793,27682,98352,63072,14,9
0,Guan Yu,1/3/2,10088,42017,91195,Tachibana Ukyo,0/7/4,8287,20478,81606,Yingzheng,1/2/5,12333,150136,47364,Gongsun Li,4/1/1,14082,61766,54156,Sun Bin,2/1/6,8155,42373,57003,52945,8,1
0,Cao Cao,1/3/1,8826,50445,71456,Pei Qinhu,0/1/3,11516,85047,79497,Bai Qi,0/5/2,8328,50329,123573,Yingzheng,1/1/0,10103,115747,35841,Sun Bin,1/3/1,6241,65210,54806,45014,3,4
1,Kuangtie,2/2/7,11549,57689,100833,Zhu Bajie,1/1/10,7290,31885,111564,Zhuang Zhou,2/0/9,8182,57092,96806,Genghis Khan,8/0/3,15987,165463,71958,Ming Shiyin,0/0/12,7414,2252,66703,50422,13,8
1,Ma Chao,6/2/2,13676,62633,62186,Sun Shangxiang,2/2/4,13518,72321,52111,Tachibana Ukyo,0/3/7,11554,18194,45933,Angela,3/1/4,10495,52752,37194,Taiyi Zhenren,0/1/6,7933,17314,90715,57176,11,6
0,Laofuzi,1/3/4,9963,19684,61761,Pangu,2/2/4,8472,44854,58693,Jiang Ziya,0/2/2,10542,65046,21348,Marco Polo,3/2/3,12089,79366,31733,Zhang Fei,3/2/4,7280,24302,108171,48346,9,2
1,Laofuzi,3/5/7,13425,73229,116385,Meng Ya,0/2/6,16750,131440,94555,Lanlingwang,6/4/6,13189,69620,66735,Shen Mengxi,3/0/5,13670,173870,45243,Zhang Fei,0/1/5,8701,31951,162737,65735,12,7
0,Liu Bang,2/1/6,12332,43701,108712,Zhao Yun,1/2/5,11785,46569,111763,Wang Zhaojun,2/1/10,11923,126999,95407,Sun Shangxiang,6/3/4,15847,147975,110005,Bull Demon,1/5/11,8228,31777,136761,60115,12,3
0,Kuangtie,1/4/0,13283,35615,115495,Gongsun Li,1/2/2,15524,52958,80300,Zhao Yun,2/5/2,13697,36421,88907,Wang Zhaojun,2/2/3,11698,50423,41909,Daqiao,0/3/4,8388,37136,71691,62590,6,4
1,Cao Cao,2/0/5,16655,44940,65573,Naklulu,5/2/5,16853,49751,80640,Mai Shiranui,4/2/10,13693,118520,61937,Baili Shouyue,5/0/5,12674,109881,25561,Dun Shan,0/2/11,9227,15486,82838,69102,16,7
1,Laofuzi,2/0/4,13708,37705,57240,Marco Polo,3/0/6,15075,111599,65384,Lanlingwang,3/4/4,10998,52285,54149,Yingzheng,3/1/6,12872,151373,45861,Bull Demon,0/2/10,8115,21353,92422,60768,11,8
0,Kai,0/2/1,11700,24298,72373,Yunzhongjun,4/4/1,10313,25513,93786,Wang Zhaojun,1/1/5,12088,98664,53589,Di Renjie,2/1/4,15798,68295,83775,Zhang Fei,0/3/3,7416,15657,138267,57315,7,3
1,Ma Chao,3/2/1,13969,53276,70696,Tachibana Ukyo,1/1/3,11948,27075,61782,Li Yuanfang,3/2/3,12793,77924,56720,Shen Mengxi,1/0/5,12597,157479,19833,Dun Shan,1/4/4,7130,6485,62062,58437,9,8
0,Lv Bu,1/1/4,9850,34073,116374,Wang Zhaojun,4/2/4,8978,44823,56552,Meng Ya,2/2/3,12011,32006,42783,Naklulu,1/3/5,12009,40462,64627,Sun Bin,1/1/7,6846,32595,67084,49694,9,0
1,Bai Qi,0/3/10,10779,39898,108015,Zhao Yun,3/3/5,12433,24847,66643,Di Renjie,4/2/9,15897,71079,71989,Mai Shiranui,6/4/2,14004,63188,72149,Master Luban,1/0/13,9341,21041,65334,62454,14,5
0,Guan Yu,1/3/7,12734,50057,69132,Shen Mengxi,2/1/8,12972,153082,26827,Gongsun Li,2/3/5,12522,46422,65066,Lanlingwang,3/3/9,11219,53998,53226,Dun Shan,4/4/4,8323,15193,68772,57770,12,8
1,Guan Yu,3/2/6,13689,58600,69662,Pangu,7/3/7,12994,55240,85808,Sun Shangxiang,5/1/8,16688,115510,59777,Zhang Liang,1/3/12,10292,47214,42727,Taiyi Zhenren,1/1/15,9974,25498,85774,63637,17,6
0,Lian Po,2/3/5,10214,47894,92082,Mozi,2/3/6,10635,96750,72920,Galo,4/4/1,15194,70786,51525,Jing,2/3/2,14227,38873,66863,Bull Demon,0/4/5,8044,16335,69759,58314,10,2
0,Zhu Bajie,0/2/3,8179,22925,116268,Pei Qinhu,0/2/3,11375,41175,75426,Gongsun Li,1/2/2,12964,125418,71157,Shangguan Wan'er,3/2/0,9503,56638,35501,Yáo,1/1/3,7604,47245,39869,49625,5,3
1,Kuangtie,1/1/5,12482,37843,122315,Jiang Ziya,2/1/3,9724,79239,26509,Marco Polo,3/0/5,13265,120279,53737,Tachibana Ukyo,3/2/2,13039,30964,53571,Zhang Fei,0/1/7,7271,17785,109999,55781,9,8
1,Liu Bang,4/1/11,6316,45902,67670,Jing,5/2/4,9233,60242,58849,Sun Shangxiang,8/1/6,11700,67282,45727,Wu Zetian,5/1/10,8313,52218,21785,Taiyi Zhenren,2/2/11,5988,13900,56219,41550,24,8
0,Ma Chao,0/6/1,6406,46062,60674,Tachibana Ukyo,3/6/1,6346,33561,58497,Meng Ya,2/4/2,8713,55820,39099,Zhang Liang,1/5/4,5211,39401,38139,Zhang Fei,0/3/3,4655,10718,66182,31331,6,0
0,Guan Yu,2/2/3,10514,37619,53750,Lanlingwang,1/5/0,8215,32963,54438,Gongsun Li,4/2/1,11532,67624,42443,Yingzheng,1/3/4,9861,75699,44662,Dun Shan,0/4/6,6124,10899,65603,46246,8,5
1,Yào,4/0/3,12727,56294,55341,Agudo,2/1/13,9278,37700,81078,Di Renjie,5/3/7,11817,43794,45762,Wang Zhaojun,3/2/12,11349,46299,44765,Master Luban,2/2/11,7274,24421,71949,52445,16,7
1,Zhu Bajie,1/2/5,11046,59154,177681,Zhao Yun,4/0/4,18520,62493,88046,Marco Polo,5/0/4,19104,227843,72241,Shen Mengxi,1/1/7,14683,199318,25550,Sun Bin,0/2/8,10195,62825,52623,73548,11,8
0,Lv Bu,1/2/1,11611,60376,194339,Naklulu,1/2/2,18624,50288,79365,Sun Shangxiang,1/2/1,17098,98847,116699,Mai Shiranui,2/1/1,15084,85888,74425,Taiyi Zhenren,0/4/4,10999,24973,213460,73416,5,6
1,Ma Chao,4/4/0,16132,83660,89054,Tachibana Ukyo,1/6/4,11764,35262,79384,Yu Ji,3/0/6,15629,103651,40653,Jiang Ziya,2/1/5,10557,63962,16904,Zhang Fei,1/1/7,9274,18035,143595,63356,11,7
0,Kuangtie,2/2/3,13148,49420,120285,Jing,3/1/4,16532,56362,81402,Marco Polo,2/2/5,14806,98889,47935,Xishi,3/3/6,11641,78771,39169,Liu Bang,2/3/5,10575,20693,99239,66702,12,7
0,Meng Tian,3/2/3,10773,51425,37022,Jing,1/4/3,10196,43017,53379,Marco Polo,2/4/2,10372,64782,48940,Xishi,0/2/3,8064,76345,21999,Taiyi Zhenren,1/2/3,6421,13546,62022,45826,7,2
1,Zhao Yun,7/0/3,14497,61649,66815,Lian Po,1/3/4,8022,29743,76179,Galo,5/2/2,13539,64895,45382,Zhang Liang,0/2/6,7921,25053,32529,Zhang Fei,1/0/9,7924,15784,79401,51903,14,8
0,Zhu Bajie,1/3/6,9584,41451,149456,Naklulu,5/3/2,11954,62344,60284,Gongsun Li,1/4/6,11705,115106,86175,Mai Shiranui,3/2/5,9503,72931,69930,Su Lie,0/5/4,6295,40891,137853,49041,10,4
1,Ma Chao,3/2/8,12115,107458,77408,Lv Bu,4/2/12,10355,71962,138105,Pei Qinhu,7/0/6,14545,108262,84946,Shen Mengxi,3/3/13,11406,121692,39686,Bull Demon,0/3/14,7217,46369,80156,55638,17,9
0,Ma Chao,4/3/7,12439,77273,73780,Tachibana Ukyo,3/1/8,10228,57429,66829,Di Renjie,3/5/8,10723,100417,62866,Zhang Liang,4/2/7,8888,71564,37011,Zhang Fei,1/5/9,6815,31682,131538,49093,15,5
1,Naklulu,5/2/5,12809,51565,70621,Zhu Bajie,1/5/10,7255,19421,108756,Marco Polo,7/3/4,13790,128940,62971,Mozi,3/3/8,9279,78784,74478,Cai Wenji,0/2/14,7336,39396,76207,50469,16,6
1,Zhu Bajie,4/0/11,8882,44866,96471,Tachibana Ukyo,2/1/2,12250,34364,44061,Li Yuanfang,7/0/8,12260,87749,46356,Shen Mengxi,2/0/5,9213,94310,18904,Master Luban,1/1/14,6376,24690,56496,48981,16,9
0,Agudo,2/5/0,6427,26097,80077,Yào,0/3/1,7619,40291,62401,Yang Yuhuan,0/2/2,7509,42354,59032,Meng Ya,0/1/2,8892,56141,36077,Sun Bin,0/5/2,5073,21828,74869,35520,2,1
1,Guan Yu,3/1/1,9798,29862,47798,Pangu,3/2/6,10637,25458,40970,Yu Ji,5/3/4,12926,94467,43590,Xishi,0/1/7,8236,49272,24648,Taiyi Zhenren,0/3/8,7362,11302,65841,48959,11,3
0,Xiang Yu,2/2/5,8801,28295,68650,Jing,3/2/3,11987,47491,64039,Zhang Liang,2/2/4,9369,54873,27649,Gongsun Li,0/2/3,12766,38292,44517,Bull Demon,3/3/2,7229,15215,70140,50152,10,7
1,Laofuzi,2/3/9,18151,94185,161034,Lanlingwang,7/5/7,15690,64462,106379,Marco Polo,6/2/11,24185,167480,121072,Jiang Ziya,2/2/10,16409,103964,51394,Daqiao,2/2/13,16066,53952,83344,90501,19,9
0,Zhao Yun,2/4/5,21510,60947,137870,Ma Chao,3/5/4,21367,72952,125491,Zhou Yu,5/2/4,17461,109327,51046,Sun Shangxiang,4/3/7,23709,117967,82514,Taiyi Zhenren,0/5/9,14541,24397,188329,98588,14,6
1,Laofuzi,1/2/8,14528,68481,108480,Pei Qinhu,5/4/5,17063,83333,111312,Li Yuanfang,8/4/5,17730,126916,89121,Zhang Liang,1/3/8,12927,76110,47044,Daqiao,2/1/12,12689,46616,72120,74937,17,9
0,Jiang Ziya,1/3/6,14063,108943,46043,Jing,5/4/2,17952,46846,97141,Sun Shangxiang,3/5/6,16874,94359,73423,Zhu Bajie,4/4/4,11488,38459,134290,Zhang Fei,1/1/10,10999,21301,118231,71376,14,2
1,Sun Ce,1/3/7,10110,30570,80081,Genghis Khan,6/2/5,11532,100883,30519,Ganjiang Moye,6/0/6,12560,153388,24125,Li Xin,3/0/8,12220,86274,48084,Dun Shan,1/4/6,7562,10950,71897,53984,17,8
0,Marco Polo,4/2/3,11625,89854,52299,Yang Jian,1/4/4,7868,31496,84306,Yuan Ge,1/3/4,7957,32192,36672,Lv Bu,2/4/3,8089,23431,118563,Su Lie,1/4/5,5600,7852,132220,41139,9,1
0,Yào,6/5/8,13805,92871,95526,Pei Qinhu,9/5/10,12496,122775,115538,Diao Chan,6/4/7,12173,80872,81373,Kuangtie,3/5/10,10515,41873,112767,Liu Bang,1/5/18,9209,18054,139294,58198,25,7
1,Li Yuanfang,13/2/6,16536,155388,71190,Yunzhongjun,5/7/12,11290,86325,100213,Zhang Liang,4/3/15,10454,114962,35283,Laofuzi,2/5/10,12324,58534,90007,Taiyi Zhenren,0/8/17,7864,36181,123424,58468,24,8
